Text Slug,,#char,#words,LW #char,2-line #char,max rows,Bal #row,,Min Slope,Lx1 cells,Max Slope,2xH cells,,Graphic text sticker,Magic text Sticker,,OccasionScore0,OccasionScore1,OccasionScore2,OccasionScore3,,Automation,,keyword 1,keyword 2,keyword 3,keyword 4,keyword 5,keyword 6,keyword 7,keyword 8,keyword 9,keyword 10,keyword 11,keyword 12,,
it-is-a-boy,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
it-is-a-girl,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
little-love,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
tiny-little-you,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
twelve-months-of-love,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
the-cutest,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
you-are-so-loved-little-one,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby:all,smile:all,newborn:all,,,,,,,,,,,
you-stole-our-heart,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
feeling-blessed,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
my-baby-photos,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
when-i-was-born,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
baby-boy,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
baby-girl,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
hello-little-one,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
hello-there,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
little-nugget,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
our-bundle-of-joy,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
the-day-you-were-born,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,newborn,,,,,,,,,,,,,
the-story-of-you,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
welcome-baby-girl,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
welcome-girl,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
you-are-our-greatest-adventure,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby:all,newborn:all,playing:all,,,,,,,,,,,
welcome-baby-boy,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
so-very-blessed,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
our-joy,,,,,,,,,,,,,,1,0,,,,baby,,,Yes,,baby,newborn,,,,,,,,,,,,
say-hello-to-next-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
cheers-to-the-new-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
crack-boom-snap,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,dance:all,party:all,,,,,,,,,,,,
what-a-blast,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,dance:all,party:all,fun:all,,,,,,,,,,,
wow,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
celebrate-you,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
life-is-a-party,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
new-years,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
pop-fizz-clink,,,,,,,,,,,,,,1,0,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,,Yes,,drinks:all,party:all,laughing:all,,,,,,,,,,,
queen-of-16,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
sweet-16,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
the-most-fun,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,people:all,happy:all,fun:all,laughing:all,,,,,,,,,,
new-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
good-vibes-only,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
party-animal,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,dance:all,party:all,fun:all,,,,,,,,,,,
quinceanera,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
yay-to-you,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
a-night-to-remember,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,people:all,happy:all,fun:all,party:all,night:all,,,,,,,,,
fourth-of-july-party,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
fun-fun-fun,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,fun:all,happy:all,smile:all,person:all,people:all,,,,,,,,,
new-years-eve-party,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
more-people-more-fun,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,,people:all,groupshot:all,smile:all,,,,,,,,,,
pent-up-fun,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
we-are-overdue-for-a-celebration,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
in-search-of-happy-hour,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,fun:all,people:all,party:all,,,,,,,,,,,
best-friends-have-paws,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,dog:all,animal:all,,,,,,,,,,,,
crazy-cat-lady,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
drool-worthy,,,,,,,,,,,,,,1,0,,,,,"family, kids, year-in-review, everyday",,Yes,,dog:all,animal:all,,,,,,,,,,,,
eat-play-meow,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat:all,animal:all,,,,,,,,,,,,
eat-play-woof,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,dog:all,animal:all,,,,,,,,,,,,
fur-love,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,dog:all,animal:all,,,,,,,,,,,,
home-is-where-the-cat-is,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat:all,fun:all,,,,,,,,,,,,
home-is-where-the-dog-is,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,dog:all,fun:all,,,,,,,,,,,,
i-ruff-you,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
love-is-a-four-legged-word,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,dog,,,,,,,,,,,,
nap-queen,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat:all,animal:all,,,,,,,,,,,,
proud-dog-mom,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
rescued-is-my-favorite-breed,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
spoiled-rotten,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
the-best-pet,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,dog,,,,,,,,,,,,
this-home-is-filled-with-kisses-furry-paws-wet-noses-and-love,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,dog,,,,,,,,,,,,
wet-noses-and-wagging-tails,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,dog:all,animal:all,,,,,,,,,,,,
when-i-needed-a-hand-i-found-your-paw,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,dog,,,,,,,,,,,,
you-are-pur-fect,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,,,,,,,,,,,,,
you-had-me-at-meow,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,,,,,,,,,,,,,
you-had-me-at-woof,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,dog,,,,,,,,,,,,,
my-pet,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,dog,,,,,,,,,,,,
my-pets,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,cat,dog,,,,,,,,,,,,
friends,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
happy-days,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,,Yes,,happy:all,person:all,people:all,smile:all,,,,,,,,,,
our-year-in-review,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
you-got-this,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
brave-strong-kind,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
hear-us-roar,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
hip-hop-hooray,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,kids:all,happy:all,fun:all,,,,,,,,,,,
joyous-kwanzaa-blessings,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
look-out-world,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
our-best-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
see-ya-next-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
be-bright,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
colorful-memories,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
think-positive,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
work-hard-and-be-kind,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,kids:all,happy:all,fun:all,,,,,,,,,,,
hooray,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,kids:all,happy:all,fun:all,,,,,,,,,,,
conversion-chart,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
building-our-future,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
highlights-of-the-school-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
honor-roll,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
my-high-school-yearbook,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
school-dances,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
sports-and-clubs,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,sports:all,kids:all,,,,,,,,,,,,
this-years-trends,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
to-bigger-and-brighter,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
trends-and-news,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
yearbook,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
it-is-your-big-day,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
be-brave-strong-you,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
eat-play-sleep,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
learning,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
change-the-world,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
discover-imagine-achieve,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
faculty,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
favorite-teacher,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
favorite-teachers,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
from-the-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
highlights-from-the-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
kindergarten,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
learning-is-fun,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
smart-cookie,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
sports,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,sports:all,,,,,,,,,,,,,
star-students,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
what-a-fun-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
believe-in-your-dreams,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
celebrate-gratitude,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
be-bright-be-bold,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,kids:all,happy:all,,,,,,,,,,,,
be-colorfull,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
create-your-own-sunshine,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
about-this-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
believe-in-yourself,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
favorite-subjects,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
follow-your-dreams,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
highlights-of-the-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
home-school,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
hybrid-learning,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
let-them-be-little,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
play-create-learn-explore,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,Yes,,kids:all,happy:all,play:all,,,,,,,,,,,
please-mute-your-mic,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
school-memories,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
this-is-where-the-fun-stuff-happens,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, special celebrations, birthday",,,Yes,,kids:all,fun:all,happy:all,,,,,,,,,,,
today-a-reader-tomorrow-a-leader,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
yes-you-can,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
choose-to-sparkle,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
fantastic,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
rise-and-shine,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
all-star,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, sports",,,Yes,,kids:all,sports:all,,,,,,,,,,,,
go-team-go-team-go-team,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, sports",,,Yes,,kids:all,sports:all,groupshot:all,,,,,,,,,,,
lets-play-ball,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, sports",,,Yes,,kids:all,sports:all,,,,,,,,,,,,
my-team-stats-my-wins-losses-coach,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, sports",,,Yes,,kids:all,sports:all,,,,,,,,,,,,
stomp-clap-stomp-clap,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday, sports",,,Yes,,kids:all,sports:all,,,,,,,,,,,,
winning,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
best-is-yet-to-come,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
caps-off,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
looking-forward,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
your-future-is-bright,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
our-graduate,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
so-proud-of-you,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
the-future-is-bright,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
friendship,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
welcoming-a-fresh-new-year,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
family-and-staff,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
field-trips,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
freshman,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
junior,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
kindergarten-class,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
letter-from-the-principal,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
senior,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
it-is-officially-football-season,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
the-first-day-of-school,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
this-is-grade-this-is-grade,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
sparkle-every-day,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
we-were-meant-to-sparkle,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,kids:all,happy:all,,,,,,,,,,,,
happy-campus,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
life-is-an-adventure,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
live-in-the-moment,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,people:all,happy:all,,,,,,,,,,,,
love-these-days,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,outdoors,happy,,,,,,,,,,,,
enjoy-where-you-are-now,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,outdoors:all,people:all,person:all,,,,,,,,,,,
wild-barefoot-and-free,,,,,,,,,,,,,,1,0,,,,"family, kids, year-in-review, everyday",,,Yes,,zoo:all,animal:all,wildlife:all,,,,,,,,,,,
adventure,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
adventure-fills-my-soul,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
adventure-is-worthwhile,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
adventure-seeker,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
a-renewed-sense-of-wonder,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,landscape,monument,sunrise,sunset,glacier,red sky,waterfall,mountain range,dome,landmark,architecture,,,
bon-voyage,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,train,terminal,,,,,,,,,,,,
born-to-roam,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,rock climbing,theme park,amusement park,,,,,,,,,,,
eat-well-and-travel-often,,,,,,,,,,,,,,1,0,,,,,travel,,Yes,,food:all,eating:all,,,,,,,,,,,,
explore-dream-discover,,,,,,,,,,,,,,1,0,,,,"family, travel, year-in-review, everyday",,,Yes,,city,landscape,monument,mountain,skyscraper,waterfall,metropolis,high rise,canyon,landmark,architecture,surfing,,
explore-the-world-around-you,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday, travel",,,,Yes,,kids:all,play:all,,,,,,,,,,,,
hello-again-world,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
hello-world-its-great-to-be-back,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
lets-go-anywhere,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
let-your-heart-be-your-compass,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rock climbing,,,,,,,,,,
on-the-road,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,road:all,driving:all,,,,,,,,,,,,
our-travel-adventures,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
our-travel-book,,,,,,,,,,,,,,1,0,,,"family, kids, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
say-yes-to-new-adventures,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
staying-local,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
the-journey-begins,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
to-travel-is-to-live,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,people:all,train:all,,,,,,,,,,,,
travel-is-my-therapy,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,mountains,landscape,sunset,glacier,,,,,,,,,,
weekend-getaway,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
welcome-back-wanderlust,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
whereever-you-go-go-with-all-your-heart,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
lets-go,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,train,terminal,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,skiing,snowboard,snowboarding,surfing,,
out-of-this-world-adventures,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
stay-wild,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
year-of-adventures,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
lets-have-an-adventure,,,,,,,,,,,,,,1,0,,,,,,,Yes,,,,,,,,,,,,,,,
live-colorfully,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
every-life-leave-a-trial-of-beautiful-memories,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
life-is-so-good,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,people:all,happy:all,,,,,,,,,,,,
life-is-sweet,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,people:all,happy:all,,,,,,,,,,,,
mickey-mouse,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
minnie-mouse,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
travels,,,,,,,,,,,,,,1,0,,travel,,,,,Yes,,train,terminal,,,,,,,,,,,,
artwork,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
chase-happy,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
enjoy-every-moment,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,people:all,happy:all,smile:all,,,,,,,,,,,
follow-your-joy,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
lets-explore-more,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
live-life-colorfully,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
love-life,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
make-colorful-memories,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
live-life-in-color,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
make-each-day-yours,,,,,,,,,,,,,,1,0,,"kids, family, travel, year-in-review, everyday",,,,,Yes,,people:all,happy:all,,,,,,,,,,,,
fun-highlights,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
staying-connected,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
explore-more-travel-often,,,,,,,,,,,,,,1,0,,,travel,,,,Yes,,people:all,city:all,,,,,,,,,,,,
fala-lala-fun,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
new-year-new-adventures,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
seek-adventure,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
departures,,,,,,,,,,,,,,1,0,,,"family, travel, year-in-review, everyday",,,,Yes,,airport:all,terminal:all,aeroplane:all,,,,,,,,,,,
choose-joy,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
this-years-highlights,,,,,,,,,,,,,,1,0,,,,,,,No,,,,,,,,,,,,,,,
love-these-moments,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,people:all,happy:all,,,,,,,,,,,,
favorite-place,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,mountains,monument,landmarks,,,,,,,,,,,
lets-get-lost,,,,,,,,,,,,,,1,0,,"family, travel, year-in-review, everyday",,,,,Yes,,mountains,adventure,,,,,,,,,,,,
